"","job_id","N_size","rho","loading_quality","target_loading","loading_type","sd.lambda","TT","J","mu_alpha","mu_beta","var_alpha","var_beta","cov_ab","tau_un","lambda_un","psi_mat","nrep","seed","model","N","nrep_ok","err.perc","phi11.m","phi22.m","phi12.m","cor12.m","k1.m","k2.m","phi11.bias","phi22.bias","phi12.bias","cor12.bias","k1.bias","k2.bias","phi11.rbias","phi22.rbias","phi12.rbias","cor12.rbias","k1.rbias","k2.rbias","phi11.rmse","phi22.rmse","phi12.rmse","cor12.rmse","k1.rmse","k2.rmse","phi11.rel.rmse","phi12.rel.rmse","phi22.rel.rmse","kappa1.rel.rmse","kappa2.rel.rmse","phi11.cov","phi22.cov","phi12.cov","cor12.cov","k1.cov","k2.cov","phi11.power","phi22.power","phi12.power","cor12.power","k1.power","k2.power","chisq.m","df.m","pvalue.chi.m","cfi.m","tli.m","rmsea.m","srmr.m","chisq.sd","cfi.sd","tli.sd","rmsea.sd","srmr.sd","chisq.reject","admissible.m","rho_lab"
"51",51,800,0,"vgood",0.6708,"tau_eq",0,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",800,2000,0,0.358520701707961,0.0728390816292118,0.0649426334772187,0.410788789047428,0.899006960824104,0.0754010766517506,-0.00147929829203937,-6.09183707882699e-05,0.000142633477218717,0.0107887890474282,-0.00099303917589638,0.000401076651750573,-0.00410916192233157,-0.00083564294634115,0.00220113390769625,0.0269719726185705,-0.00110337686210709,0.00534768869000764,0.0437394626017544,0.0079108463884757,0.0138143673938347,0.113599612162631,0.0311560172246796,0.0130315335837372,0.121498507227096,0.213184682003621,0.10851641136455,0.0346177969163107,0.173753781116496,0.9435,0.942,0.96,0.9525,0.9465,0.957,1,1,0.996,0.993,1,1,118.514313637428,118,0.491652352323416,0.998841491732349,0.999924874933832,0.00527787012081836,0.0279295621873773,15.5352739359783,0.00175363300502814,0.00249876581125491,0.00634884405009606,0.00351629829473521,0.0605,1,"Basic"
"52",52,200,0.15,"vgood",0.6708,"tau_eq",0,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",200,1912,0.044,0.36189164293409,0.0734228765648864,0.0633672763249942,0.422398499807518,0.90298410031357,0.074435850147741,0.00189164293409016,0.000522876564886295,-0.00143272367500574,0.0223984998075185,0.00298410031356944,-0.000564149852259015,0.00525456370580601,0.00717251803684903,-0.0221099332562614,0.0559962495187962,0.00331566701507716,-0.0075219980301202,0.0896227206882339,0.0156419373695721,0.0272619505079189,0.220759194730131,0.0646224474920181,0.0265359772157436,0.248952001911761,0.420709112776526,0.214567042106613,0.0718027194355756,0.353813029543248,0.953451882845188,0.956066945606695,0.969665271966527,0.947698744769874,0.941422594142259,0.951882845188284,0.994246861924686,1,0.61663179916318,0.313807531380753,1,0.796548117154812,109.233787521623,106,0.441804723268323,0.994757270229996,0.997882907668435,0.013077757106359,0.0541795550910177,15.1094334367968,0.00716267675123391,0.0102888475663125,0.0138405625978707,0.00698253479258094,0.0821129707112971,0.956,"Cor.Unique"
"53",53,500,0.15,"vgood",0.6708,"tau_eq",0,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",500,1999,5e-04,0.35912242313872,0.0727711137346137,0.0649564454136493,0.417321353893204,0.900604457909804,0.0745167459353799,-0.000877576861279962,-0.000128886265386399,0.00015644541364927,0.0173213538932044,0.000604457909804223,-0.000483254064620109,-0.00243771350355545,-0.00176798717951164,0.00241428107483442,0.0433033847330111,0.00067161989978247,-0.00644338752826812,0.0577305354316154,0.0101337988262987,0.0185075393103076,0.154148850906599,0.0397547687083199,0.0171105784672542,0.160362598421154,0.285610174541784,0.139009586094632,0.0441719652314665,0.228141046230056,0.948474237118559,0.946473236618309,0.937968984492246,0.952976488244122,0.952976488244122,0.948474237118559,1,1,0.935467733866933,0.877938969484742,1,0.986993496748374,108.348512610986,106,0.45472230678743,0.998030748699401,0.999367857576949,0.00790032230562311,0.0343663464421951,14.8157649427804,0.00270954517034953,0.00406152008800911,0.0085124553720862,0.00436318629472459,0.064032016008004,0.9995,"Cor.Unique"
"54",54,800,0.15,"vgood",0.6708,"tau_eq",0,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",800,2000,0,0.360773883059188,0.0729285180801459,0.0643869196861498,0.406748048080785,0.899472654181574,0.0752615368377303,0.00077388305918801,2.85180801458137e-05,-0.000413080313850172,0.00674804808078477,-0.00052734581842582,0.000261536837730234,0.00214967516441114,0.000391194515031738,-0.00637469620139155,0.0168701202019619,-0.000585939798250911,0.00348715783640312,0.0458394162371665,0.00821334552342516,0.014475118734159,0.118709952927728,0.0315500798977279,0.0134552108074949,0.127331711769907,0.223381461946898,0.112665919388548,0.0350556443308088,0.179402810766599,0.9535,0.9485,0.951,0.945,0.9525,0.957,1,1,0.99,0.9805,1,1,107.049359184214,106,0.478421968389892,0.998903055220595,0.999827340812484,0.00571399269040743,0.0270598834227508,14.6749805107918,0.00160067120183898,0.00251536854871055,0.00651357268209674,0.00345358080647639,0.0565,1,"Cor.Unique"
"55",55,200,0,"poor",0.4,"tau_eq",0,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",200,1058,0.471,0.405561432777847,0.0767725385187233,0.0486040647369655,0.347842512187954,0.901609370900344,0.0738356034729311,0.0455614327778467,0.00387253851872324,-0.0161959352630345,-0.0521574878120459,0.00160937090034428,-0.0011643965270689,0.126559535494019,0.0531212416834463,-0.249937272577692,-0.130393719530115,0.00178818988927143,-0.0155252870275853,0.142876618422497,0.0252597548167878,0.0452279507501289,0.310459215727791,0.0841720493391711,0.0350758267904665,0.396879495618047,0.697962202934089,0.346498694331794,0.0935244992657457,0.467677690539553,0.988657844990548,0.982041587901701,0.989603024574669,0.928166351606805,0.953686200378072,0.947069943289225,0.685255198487713,0.801512287334594,0.0453686200378072,0,1,0.526465028355388,122.151945779002,118,0.430999055311572,0.975167642482662,0.99093815012724,0.0134755728572987,0.0646689489442952,16.3869366354629,0.0325396312592022,0.0433372836208299,0.0137335760169023,0.00556643166090014,0.0879017013232514,0.529,"Basic"
"56",56,500,0,"poor",0.4,"tau_eq",0,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",500,1700,0.15,0.373866531508418,0.0739361476600606,0.0603093445759528,0.409476080942168,0.90019751409195,0.0744985045563161,0.0138665315084177,0.00103614766006057,-0.00449065542404719,0.00947608094216769,0.00019751409194971,-0.000501495443683879,0.038518143078938,0.0142132738005565,-0.0693002380254195,0.0236902023554192,0.000219460102166344,-0.00668660591578505,0.0983718734320928,0.0165507194017864,0.0306619369993731,0.250827968211134,0.0537546716314423,0.0217906861309607,0.273255203978036,0.473178040113782,0.227033187953174,0.0597274129238247,0.290542481746143,0.973529411764706,0.978235294117647,0.984117647058824,0.945294117647059,0.948235294117647,0.953529411764706,0.97,0.995882352941176,0.387058823529412,0.00117647058823529,1,0.919411764705882,120.207882254094,118,0.461240213273961,0.991254629805246,0.9978634782013,0.0075360127491925,0.0408040933654452,15.6272744237552,0.0121745704002753,0.0166402861652402,0.0083024023725438,0.00330486524676788,0.0664705882352941,0.85,"Basic"
"57",57,800,0,"poor",0.4,"tau_eq",0,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",800,1854,0.073,0.362943972107759,0.073402104706531,0.0633465076807116,0.425708789120819,0.898752441167674,0.0755490699076575,0.00294397210775868,0.000502104706530961,-0.00145349231928839,0.0257087891208191,-0.00124755883232584,0.000549069907657435,0.00817770029932967,0.00688758170824363,-0.0224304370260555,0.0642719728020478,-0.00138617648036205,0.00732093210209912,0.0808375215484866,0.0137860377488647,0.0263799220791047,0.229335831095573,0.0415764300642079,0.0171480009556803,0.224548670968018,0.407097562949147,0.18910888544396,0.0461960334046755,0.228640012742404,0.964940668824164,0.959007551240561,0.976267529665588,0.95361380798274,0.95631067961165,0.957389428263215,0.998381877022654,1,0.60571736785329,0.154800431499461,1,0.991909385113269,118.459249488962,118,0.492910159294953,0.995255734993105,0.999794435225978,0.00530383749891211,0.0320898317670273,15.5199750243047,0.00718338283810964,0.0103372951492854,0.00630513445197028,0.00265986234737337,0.0544768069039914,0.927,"Basic"
"58",58,200,0.15,"poor",0.4,"tau_eq",0,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",200,1040,0.48,0.413948638387779,0.0788907538133633,0.0437114964610036,0.323541513656489,0.900641587633243,0.0763723534133846,0.0539486383877788,0.00599075381336325,-0.0210885035389964,-0.0764584863435107,0.000641587633243211,0.00137235341338453,0.149857328854941,0.082177692913076,-0.325439869428957,-0.191146215858777,0.000712875148048012,0.0182980455117938,0.15874361098926,0.0272892037166553,0.0511650267397043,0.332514640919892,0.0893371675316446,0.0372406650524615,0.440954474970168,0.789583745983092,0.374337499542596,0.0992635194796051,0.496542200699486,0.990384615384615,0.985576923076923,0.9875,0.910576923076923,0.946153846153846,0.938461538461538,0.567307692307692,0.729807692307692,0.0153846153846154,0.00192307692307692,1,0.546153846153846,109.208384034525,106,0.440119682630899,0.981823999241546,0.99339019605957,0.013172735757889,0.0615320026601184,15.0397179576644,0.0247033732364212,0.0369678962586192,0.0136873223953268,0.00541480535259936,0.0798076923076923,0.52,"Cor.Unique"
"59",59,500,0.15,"poor",0.4,"tau_eq",0,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",500,1632,0.184,0.382032674949543,0.0753054745731414,0.0566723605849557,0.391780847516179,0.898919830187042,0.0748756960039237,0.0220326749495432,0.00240547457314136,-0.00812763941504428,-0.00821915248382119,-0.00108016981295837,-0.000124303996076283,0.0612018748598423,0.0329969077248472,-0.125426534182782,-0.020547881209553,-0.00120018868106485,-0.00165738661435044,0.113269074933028,0.0178776910819428,0.0355397667015002,0.277814568221478,0.0559319289967489,0.0230572474921164,0.31463631925841,0.548453189837966,0.2452358173106,0.0621465877741654,0.307429966561552,0.973039215686274,0.977941176470588,0.97671568627451,0.922794117647059,0.946691176470588,0.946078431372549,0.920955882352941,0.99264705882353,0.307598039215686,0,1,0.903186274509804,107.521445841424,106,0.472240364302927,0.993551675923754,0.998674640148564,0.00740172864580712,0.038767705337813,14.8698271627618,0.00945557646585145,0.014453588802903,0.00842331938913359,0.00341073793079417,0.0637254901960784,0.816,"Cor.Unique"
"60",60,800,0.15,"poor",0.4,"tau_eq",0,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",800,1842,0.079,0.366750134694174,0.0742691445188039,0.0616888841571064,0.419195697286059,0.899959797795301,0.0752143358979317,0.00675013469417361,0.00136914451880384,-0.0031111158428936,0.0191956972860586,-4.02022046988901e-05,0.000214335897931713,0.0187503741504823,0.018781131945183,-0.0480110469582346,0.0479892432151465,-4.46691163321002e-05,0.00285781197242284,0.0922698892370531,0.0148623138817468,0.0296015830980898,0.24851040790134,0.0427311259786458,0.0175112820990365,0.256305247880703,0.456814553982867,0.203872618405305,0.047479028865162,0.233483761320487,0.960369163952226,0.973398479913138,0.973941368078176,0.939196525515744,0.956026058631922,0.95656894679696,0.98914223669924,1,0.520086862106406,0.0282301845819761,1,0.992942453854506,106.476692644463,106,0.489949157430767,0.996249884997551,0.99977525482024,0.00556001140710146,0.0305969034627595,14.8004701794291,0.00552237528690375,0.00897955922088687,0.00648370476181715,0.00270830180287086,0.0580890336590662,0.921,"Cor.Unique"
"61",61,200,0,"vgood",0.6708,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",200,1931,0.0345,0.363713649601138,0.0731574468552823,0.0634453948137947,0.420586534197472,0.901445974235479,0.0749110126952889,0.00371364960113762,0.000257446855282228,-0.00135460518620524,0.0205865341974722,0.00144597423547858,-8.89873047111418e-05,0.0103156933364934,0.0035315069311691,-0.0209044010216858,0.0514663354936805,0.00160663803942065,-0.00118649739614856,0.0856006226978599,0.0154627706678876,0.0266163344465792,0.217509305318204,0.0631243367100086,0.0261709807357304,0.237779507494055,0.410745901953383,0.21210933700806,0.0701381519000095,0.348946409809739,0.953909891248058,0.944588296219575,0.972035214914552,0.960642154324184,0.947177628171932,0.951320559295702,0.998964267219058,1,0.618850336613154,0.378042465044019,1,0.81460383221129,121.974196373083,118,0.431771268151853,0.993941438929986,0.997547681375153,0.0132151031390409,0.0561066768308629,16.1036513050251,0.00801881117703504,0.0102649287126302,0.0136311219400631,0.00731378095744521,0.0875194199896427,0.9655,"Basic"
"62",62,500,0,"vgood",0.6708,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",500,1996,0.002,0.361042517545294,0.0727723784777595,0.0645361331370288,0.412340230502353,0.900030176040441,0.0747311218234024,0.00104251754529449,-0.000127621522240602,-0.000263866862971194,0.0123402305023526,3.01760404408637e-05,-0.000268878176597578,0.00289588207026248,-0.001750638165166,-0.00407201949029621,0.0308505762558816,3.35289338231818e-05,-0.00358504235463437,0.0567698046025591,0.00996657211796573,0.0175462470011766,0.144357023119114,0.0401764204759435,0.0166360668226594,0.157693901673775,0.270775416684824,0.13671566691311,0.0446404671954927,0.221814224302126,0.94689378757515,0.949899799599198,0.945891783567134,0.956913827655311,0.945390781563126,0.948897795591182,1,1,0.946392785571142,0.904809619238477,1,0.992985971943888,120.201366626274,118,0.460100666301869,0.997900473896888,0.999443689542316,0.00752554749457735,0.035521052575521,15.3836792984867,0.00292142531045931,0.00394770666506942,0.00818639841849683,0.00437597873890329,0.064128256513026,0.998,"Basic"
"63",63,800,0,"vgood",0.6708,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",800,2000,0,0.358487193598366,0.0728321296244762,0.0649329166123798,0.410788739986332,0.899052742001995,0.075397361074675,-0.00151280640163378,-6.7870375523893e-05,0.000132916612379828,0.0107887399863323,-0.000947257998005203,0.000397361074674953,-0.00420224000453829,-0.000931006522961494,0.00205118228981216,0.0269718499658309,-0.00105250888667245,0.0052981476623327,0.0438349221749941,0.0079279059201377,0.0138043870160072,0.113599607958881,0.0311526015391949,0.0130361309385864,0.121763672708317,0.213030663827271,0.10875042414455,0.0346140017102166,0.173815079181152,0.944,0.941,0.959,0.9525,0.9485,0.957,1,1,0.996,0.993,1,1,118.514313637415,118,0.491652352323872,0.99884149173235,0.999924874933834,0.00527787012080901,0.0279295622844248,15.5352739359805,0.00175363300503174,0.00249876581125569,0.00634884405009492,0.00351629850737213,0.0605,1,"Basic"
"64",64,200,0.15,"vgood",0.6708,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",200,1923,0.0385,0.361086585020127,0.0733887743151786,0.0634975263172173,0.425191779203646,0.903300758091083,0.0743527711755249,0.00108658502012656,0.000488774315178514,-0.00130247368278272,0.025191779203646,0.00330075809108314,-0.000647228824475138,0.00301829172257378,0.00670472311630334,-0.020099902512079,0.0629794480091151,0.00366750899009238,-0.0086297176596685,0.0904041709900118,0.0158143831991846,0.0275028246682925,0.224103783590433,0.0647964188596641,0.026276036156855,0.251122697194477,0.424426306609452,0.216932554172628,0.0719960209551823,0.350347148758066,0.949037961518461,0.952678107124285,0.960998439937597,0.951118044721789,0.944877795111804,0.950598023920957,0.99219968798752,1,0.625585023400936,0.329173166926677,1,0.801352054082163,109.531410515296,106,0.436989107247493,0.994642354150102,0.997691458684776,0.0132105328693989,0.0543861100986696,15.1239665330818,0.00721597850975304,0.010274706971369,0.014012245038097,0.00705990127349733,0.0889235569422777,0.9615,"Cor.Unique"
"65",65,500,0.15,"vgood",0.6708,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",500,1996,0.002,0.358864595835348,0.0727667576667872,0.0649561825775876,0.417676037489544,0.900505610031276,0.0745121947801571,-0.00113540416465194,-0.000133242333212842,0.000156182577587621,0.0176760374895437,0.00050561003127588,-0.000487805219842929,-0.0031539004573665,-0.00182774119633528,0.00241022496277193,0.0441900937238594,0.000561788923639867,-0.00650406959790572,0.0578071121538817,0.0102017606123855,0.0184375320098223,0.153651943344165,0.0403272012363788,0.0170561305287892,0.16057531153856,0.284529814966394,0.139941846534781,0.0448080013737542,0.227415073717189,0.953406813627255,0.950901803607214,0.94689378757515,0.960420841683367,0.950400801603206,0.94689378757515,1,1,0.935871743486974,0.876753507014028,1,0.98997995991984,108.090321397464,106,0.46036926070625,0.998085648268002,0.999441795298199,0.00767895701261634,0.0342432702096179,14.7724149078106,0.00269405204493325,0.00404693981195592,0.00850106759403811,0.00435148046004952,0.064128256513026,0.998,"Cor.Unique"
"66",66,800,0.15,"vgood",0.6708,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",800,2000,0,0.360224622346349,0.0729290554775209,0.0645538607471732,0.40819087926693,0.899333093534672,0.0752690652176126,0.000224622346349401,2.90554775208196e-05,-0.000246139252826768,0.00819087926692994,-0.000666906465328387,0.000269065217612595,0.00062395096208167,0.000398566221136071,-0.00379844525967235,0.0204771981673249,-0.000741007183698207,0.00358753623483459,0.0461988312529828,0.00826085528210989,0.0143327743653065,0.118327844890403,0.0316743486540804,0.0134536584975188,0.128330086813841,0.221184789588063,0.113317630755965,0.035193720726756,0.179382113300251,0.9525,0.944,0.95,0.954,0.951,0.9555,1,1,0.9895,0.9835,1,1,106.478672384997,106,0.489481706685722,0.998946311810199,0.999926887011982,0.00548764761541972,0.0270302435106189,14.8578114045836,0.00158311182847088,0.00253985918381258,0.00649602620680303,0.00345151446387379,0.056,1,"Cor.Unique"
"67",67,200,0,"poor",0.4,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",200,1058,0.471,0.405740161108544,0.076798344031166,0.0485720963997212,0.347841374707175,0.901559038085078,0.0738451050270844,0.0457401611085436,0.00389834403116595,-0.0162279036002788,-0.0521586252928252,0.00155903808507761,-0.00115489497291558,0.127056003079288,0.0534752267649649,-0.250430611115413,-0.130396563232063,0.00173226453897513,-0.0153985996388744,0.143513882747843,0.0253624317428022,0.045227115755674,0.310459150523837,0.0846503533968181,0.0351135206930688,0.398649674299565,0.697949317217191,0.347907156965736,0.0940559482186867,0.468180275907584,0.99054820415879,0.983931947069943,0.989603024574669,0.928166351606805,0.950850661625709,0.947069943289225,0.685255198487713,0.800567107750473,0.0453686200378072,0,1,0.525519848771267,122.151945778079,118,0.430999055325361,0.975167642484734,0.990938150129615,0.0134755728565991,0.0646689492121149,16.3869366349461,0.0325396312570995,0.0433372836193463,0.0137335760165202,0.00556643313065696,0.0879017013232514,0.529,"Basic"
"68",68,500,0,"poor",0.4,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",500,1700,0.15,0.373617231895449,0.0738946076363504,0.0602801954823647,0.409475504418552,0.900150165453874,0.0744750702033788,0.0136172318954493,0.000994607636350334,-0.0045198045176353,0.00947550441855155,0.00015016545387427,-0.000524929796621192,0.0378256441540259,0.0136434518017878,-0.0697500697165942,0.0236887610463789,0.000166850504304745,-0.00699906395494922,0.098183774339402,0.0165573361451857,0.0306570126960358,0.250828109398407,0.0540694111070073,0.0217786479387936,0.272732706498339,0.473102047778331,0.227123952608857,0.0600771234522304,0.290381972517247,0.973529411764706,0.978823529411765,0.984705882352941,0.945294117647059,0.945882352941177,0.955882352941177,0.97,0.995882352941176,0.387058823529412,0.00117647058823529,1,0.919411764705882,120.207882253589,118,0.461240213284116,0.991254629805634,0.997863478201869,0.00753601274888722,0.0408040932182802,15.627274423851,0.0121745704002444,0.0166402861653253,0.00830240237249844,0.00330486468679428,0.0664705882352941,0.85,"Basic"
"69",69,800,0,"poor",0.4,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",800,1854,0.073,0.362930424261902,0.0733971195014742,0.0633319236332593,0.42570823440158,0.898827205691156,0.0755466159744914,0.00293042426190172,0.000497119501474101,-0.00146807636674063,0.0257082344015805,-0.00117279430884418,0.000546615974491395,0.00814006739417144,0.00681919755108506,-0.0226554994867382,0.0642705860039513,-0.00130310478760465,0.0072882129932186,0.0810463639142001,0.0138185872902188,0.0263693986443867,0.229335789003664,0.0415937202979911,0.0171600358063848,0.225128788650556,0.406935164265227,0.189555381210134,0.0462152447755456,0.228800477418464,0.967098166127292,0.960625674217907,0.977346278317152,0.95361380798274,0.957389428263215,0.956850053937433,0.998381877022654,1,0.60571736785329,0.154800431499461,1,0.991909385113269,118.459249487689,118,0.492910159317138,0.99525573499361,0.999794435226823,0.00530383749859664,0.0320898311096973,15.5199750241793,0.00718338283768685,0.0103372951491755,0.0063051344516763,0.00265986203053598,0.0544768069039914,0.927,"Basic"
"70",70,200,0.15,"poor",0.4,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",200,1036,0.482,0.412983079319925,0.0788815323092995,0.0445929743591546,0.325568748848951,0.899758822746313,0.075969308107311,0.0529830793199245,0.00598153230929939,-0.0202070256408454,-0.0744312511510489,-0.000241177253686846,0.000969308107310971,0.147175220333124,0.0820511976584277,-0.311836815445145,-0.186078127877622,-0.000267974726318718,0.0129241080974796,0.158668394600432,0.0268670826039401,0.0492236990092165,0.325746142146284,0.0873745607645877,0.0358365677961666,0.440745540556755,0.759624984710132,0.368547086473801,0.0970828452939864,0.477820903948888,0.99034749034749,0.986486486486487,0.991312741312741,0.926640926640927,0.954633204633205,0.94980694980695,0.560810810810811,0.74034749034749,0.0222007722007722,0.00193050193050193,1,0.547297297297297,109.168648549018,106,0.43984061259165,0.982087356798674,0.993376868399998,0.0129288735157903,0.0615048661162033,14.7520107012396,0.0241027029408396,0.0360450165475454,0.0137430582704896,0.0054002506367876,0.0801158301158301,0.518,"Cor.Unique"
"71",71,500,0.15,"poor",0.4,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",500,1651,0.1745,0.381814404523535,0.0749404900054287,0.0573945517632399,0.394139236110438,0.900045009820621,0.0742761334878417,0.0218144045235352,0.00204049000542864,-0.00740544823676007,-0.00586076388956178,4.50098206212052e-05,-0.000723866512158297,0.0605955681209312,0.0279902607054683,-0.114281608591976,-0.0146519097239045,5.0010911801339e-05,-0.00965155349544395,0.108875949773759,0.0183562415869788,0.0347218309994157,0.268574598437221,0.0575452038751213,0.0230991204652753,0.302433193815997,0.535830725299624,0.251800296117678,0.0639391154168015,0.307988272870337,0.980012113870382,0.975772259236826,0.980617807389461,0.931556632344034,0.9442761962447,0.950938824954573,0.929133858267717,0.988491823137492,0.304663840096911,0.00181708055723804,1,0.89763779527559,107.52945194336,106,0.471690553183631,0.993568293853644,0.998669846445067,0.00742135257472763,0.0387765447922385,14.6221043452802,0.00920786091985201,0.0141845334503714,0.00839837833414499,0.00330632894507063,0.0593579648697759,0.8255,"Cor.Unique"
"72",72,800,0.15,"poor",0.4,"congeneric",0.05,5,3,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",800,1825,0.0875,0.370626197892626,0.0743704753898068,0.0604276069712923,0.40730985618643,0.899100740565233,0.0753182365572437,0.0106261978926264,0.00147047538980675,-0.00437239302870773,0.00730985618642979,-0.000899259434767556,0.000318236557243728,0.0295172163684068,0.0201711301756756,-0.0674752010603045,0.0182746404660745,-0.000999177149741729,0.00424315409658305,0.0890736111363143,0.0153430492824604,0.0291682850745733,0.242332705107602,0.0444537313275456,0.0180816798760865,0.247426697600873,0.450127856089095,0.210467068346507,0.049393034808384,0.241089065014487,0.974246575342466,0.961095890410959,0.972602739726027,0.932054794520548,0.950684931506849,0.951780821917808,0.992328767123288,1,0.49972602739726,0.0252054794520548,1,0.984657534246575,106.550162787043,106,0.490156540859063,0.996324772724303,0.999738368107917,0.00544596509327259,0.0306699519343889,14.5936626890569,0.0055738419596561,0.00884582747830692,0.00647485813989869,0.00267889268276022,0.0558904109589041,0.9125,"Cor.Unique"
"73",73,200,0,"vgood",0.6708,"tau_eq",0,5,5,1,0.125,1,0.2025,0.18,0.1,0.2,"1.097^2;0.98^2;0.95^2;0.93^2;0.91^2;0.89^2;0.87^2;0.85^2",2000,123,"EC_latent",200,1977,0.0115,1.00185566655895,0.202343499772544,0.17960221371478,0.423994712381942,1.50368772346959,0.124445319820054,0.00185566655895163,-0.000156500227455814,-0.000397786285220295,0.0239947123819418,0.00368772346959213,-0.00055468017994642,0.00185566655895163,-0.000772840629411429,-0.00220992380677942,0.0599867809548544,0.00245848231306142,-0.00443744143957136,0.217037305019349,0.0393320260059349,0.0662340606908876,0.19568952615778,0.0993401757133603,0.0419563036671418,0.217037305019349,0.367967003838264,0.194232227189802,0.0662267838089069,0.335650429337134,0.943854324734446,0.945877592311583,0.955993930197269,0.96560445118867,0.945371775417299,0.94790085988872,1,1,0.761254425897825,0.596358118361153,1,0.848760748609004,343.76762347525,327,0.324941907669802,0.992619160238349,0.994547348983766,0.0141408788770846,0.0578574648715365,26.741674092621,0.00762212943617235,0.00874231120816873,0.0108172524798311,0.00591246490976955,0.157814871016692,0.9885,"Basic"
