"","job_id","N_size","TT","J","target_loading","loading_quality","R2","sd.lambda","rho","cu_data","fit_cu","cu_model","spec","mu_alpha","mu_beta","var_alpha","var_beta","cov_ab","tau_un","lambda_un","nrep","seed","model","N","nrep_ok","err.perc","phi11.m","phi22.m","phi12.m","cor12.m","k1.m","k2.m","phi11.bias","phi22.bias","phi12.bias","cor12.bias","k1.bias","k2.bias","phi11.rbias","phi22.rbias","phi12.rbias","cor12.rbias","k1.rbias","k2.rbias","phi11.rmse","phi22.rmse","phi12.rmse","cor12.rmse","k1.rmse","k2.rmse","phi11.rel.rmse","phi12.rel.rmse","phi22.rel.rmse","kappa1.rel.rmse","kappa2.rel.rmse","phi11.cov","phi22.cov","phi12.cov","cor12.cov","k1.cov","k2.cov","phi11.power","phi22.power","phi12.power","cor12.power","k1.power","k2.power","chisq.m","df.m","pvalue.chi.m","cfi.m","tli.m","rmsea.m","srmr.m","chisq.sd","cfi.sd","tli.sd","rmsea.sd","srmr.sd","chisq.reject","admissible.m","rho_lab","F_ml"
42,42,200,5,5,0.6708,"vgood",0.45,0,0,"none",TRUE,"modeled","CU overfit",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"sum",200,1639,0.1805,1.05819144756496,0.208454048237735,0.159236964523899,0.392066325953537,1.50300063782051,0.124580374792455,0.0581914475649625,0.00595404823773538,-0.0207630354761012,-0.00793367404646301,0.0030006378205092,-0.00041962520754506,0.0581914475649625,0.0294027073468414,-0.115350197089451,-0.0198341851161575,0.0020004252136728,-0.00335700166036048,0.29823808987254,0.0547287052506597,0.0921221584606902,0.263012919238399,0.0993261441063965,0.041685807798332,0.29823808987254,0.511789769226057,0.270265211114369,0.0662174294042643,0.333486462386656,0.971323978035387,0.982916412446614,0.972544234289201,0.934106162294082,0.947528981086028,0.948749237339841,0.954850518608908,0.947528981086028,0.288590604026846,0,1,0.845637583892617,6.0001711882741,6,0.499143880985678,0.997239619515712,1.00004051712323,0.0195837118382773,0.0291169281435331,3.46587658002039,0.00510271922175423,0.0120807307074633,0.0270455085214366,0.010626186568923,0.0524710189139719,0.8195,"Basic",NA
43,43,200,5,5,0.6708,"vgood",0.45,0,0.15,"AR1",FALSE,"ignored","CU ignored",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"sum",200,1994,0.003,1.08860435115452,0.214489685651024,0.155174123743936,0.341007794168329,1.50354018249606,0.124362748892103,0.0886043511545181,0.0119896856510239,-0.0248258762560635,-0.0589922058316711,0.00354018249606368,-0.000637251107897082,0.0886043511545181,0.059208324202587,-0.137921534755909,-0.147480514579178,0.00236012166404245,-0.00509800886317665,0.237902681474358,0.0411679454330683,0.0722058638463494,0.184545266587655,0.101225919456373,0.0421434488858989,0.237902681474358,0.401143688035274,0.203298495965769,0.067483946304249,0.337147591087191,0.940320962888666,0.952357071213641,0.939317953861585,0.910732196589769,0.94383149448345,0.946339017051153,1,1,0.627382146439318,0.464393179538616,1,0.840020060180542,10.7374472763015,10,0.459307323231923,0.99552248009568,0.998635999341557,0.0217774921611177,0.0379237478337688,4.8882662525267,0.00690459263757872,0.00963994146716377,0.0259265463665978,0.0114112397325473,0.0772316950852558,0.997,"Cor.Unique",NA
44,44,200,5,5,0.6708,"vgood",0.45,0,0.15,"AR1",TRUE,"modeled","CU modeled",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"sum",200,1668,0.166,1.05516333726312,0.210780241500229,0.160105913604503,0.391845167052625,1.50473293880107,0.124376114035116,0.0551633372631195,0.00828024150022929,-0.0198940863954967,-0.00815483294737486,0.0047329388010714,-0.000623885964883701,0.0551633372631195,0.0408900814826138,-0.110522702197204,-0.0203870823684372,0.0031552925340476,-0.0049910877190696,0.292178130073668,0.0552459254963166,0.0943087536524931,0.26329200520349,0.101450779451923,0.0423953244036479,0.292178130073668,0.523937520291628,0.272819385166996,0.0676338529679487,0.339162595229183,0.979016786570743,0.977218225419664,0.97242206235012,0.928057553956835,0.943645083932854,0.943045563549161,0.952637889688249,0.958033573141487,0.287769784172662,0.00119904076738609,1,0.83453237410072,6.0455155794817,6,0.500633798369127,0.997260798401736,0.999935250521263,0.0197295433182808,0.0284529431019596,3.57988001136769,0.00504125623050882,0.0117826167813122,0.0278533543071461,0.0101695273753795,0.0563549160671463,0.834,"Cor.Unique",NA
45,45,200,5,5,0.4,"poor",0.16,0,0,"none",FALSE,"ignored","Correct (no CU)",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"sum",200,1738,0.131,1.07520275937697,0.211366927269888,0.154936695935104,0.37711995607127,1.50372531126769,0.12406875146531,0.0752027593769747,0.0088669272698877,-0.025063304064896,-0.02288004392873,0.00372531126768569,-0.000931248534689874,0.0752027593769747,0.0437872951599393,-0.139240578138311,-0.0572001098218251,0.0024835408451238,-0.007449988277519,0.321826253166189,0.0574514945281517,0.0985557699129082,0.266758281337579,0.122807102846859,0.051912314089889,0.321826253166189,0.547532055071712,0.283711084089638,0.0818714018979059,0.415298512719112,0.974108170310702,0.972957422324511,0.984464902186421,0.936708860759494,0.948216340621404,0.945339470655926,0.922899884925201,0.97698504027618,0.253164556962025,0.00402761795166858,1,0.666858457997698,10.0758505043368,10,0.496584253752272,0.992401688277925,0.999969939534168,0.0182502265688995,0.0429092756725037,4.60520054265091,0.013182653478687,0.0195552905164155,0.0241756709415349,0.0117121209069203,0.0506329113924051,0.869,"Basic",NA
46,46,200,5,5,0.4,"poor",0.16,0,0,"none",TRUE,"modeled","CU overfit",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"sum",200,1422,0.289,1.25531755824787,0.239632503417304,0.0909829162601546,0.256174961387201,1.50287021777242,0.12402597988294,0.25531755824787,0.0371325034173037,-0.0890170837398454,-0.143825038612799,0.00287021777242172,-0.00097402011706025,0.25531755824787,0.183370387245944,-0.494539354110252,-0.359562596531997,0.00191347851494781,-0.007792160936482,0.534001336310373,0.0910072713488968,0.166495359551555,0.358473731363079,0.123862213440435,0.0517773428885197,0.534001336310373,0.924974219730863,0.449418623945169,0.0825748089602902,0.414218743108157,0.972573839662447,0.974683544303797,0.964135021097046,0.852320675105485,0.945850914205345,0.948663853727145,0.541490857946554,0.660337552742616,0.00281293952180028,0.00984528832630099,1,0.670886075949367,6.01914494635694,6,0.50061573453131,0.994221116948679,1.00010136360775,0.0200203061532492,0.0321119060345514,3.57964356255331,0.0106463459422711,0.0252837293763134,0.0274810548505429,0.0108078379261278,0.0562587904360056,0.711,"Basic",NA
47,47,200,5,5,0.4,"poor",0.16,0,0.15,"AR1",FALSE,"ignored","CU ignored",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"sum",200,1984,0.008,1.41987285455232,0.263116260429049,0.056563499008435,0.127344527476575,1.50156599223857,0.125546184449622,0.419872854552323,0.0606162604290485,-0.123436500991565,-0.272655472523425,0.00156599223856908,0.000546184449622091,0.419872854552323,0.299339557674314,-0.685758338842028,-0.681638681308563,0.00104399482571272,0.00436947559697673,0.546550033250388,0.0870033097563756,0.168170278189278,0.351130895916013,0.12975041667166,0.0537436743482838,0.546550033250388,0.934279323273766,0.429645974105558,0.0865002777811065,0.429949394786271,0.84375,0.873487903225806,0.849798387096774,0.654233870967742,0.940524193548387,0.942036290322581,0.992943548387097,0.998487903225806,0.0922379032258065,0.0115927419354839,1,0.664314516129032,13.226434551702,10,0.331313040136016,0.985243778007718,0.988510059198885,0.034120082637025,0.0449689896806479,5.76604155486944,0.0172924679034082,0.0208062452781161,0.0298058703907715,0.0114335185226899,0.179939516129032,0.992,"Cor.Unique",NA
48,48,200,5,5,0.4,"poor",0.16,0,0.15,"AR1",TRUE,"modeled","CU modeled",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"sum",200,1420,0.29,1.24243603231212,0.242329230440844,0.0913962820292299,0.255465168911213,1.50327434730179,0.125774170788432,0.242436032312118,0.0398292304408441,-0.0886037179707701,-0.144534831088787,0.00327434730178676,0.000774170788432382,0.242436032312118,0.196687557732563,-0.492242877615389,-0.361337077721969,0.00218289820119117,0.00619336630745905,0.519080570513129,0.0906394882418987,0.168404288532556,0.360825982507702,0.129664446314053,0.053458530728565,0.519080570513129,0.935579380736424,0.447602411071105,0.0864429642093689,0.42766824582852,0.97887323943662,0.972535211267606,0.971830985915493,0.847887323943662,0.942957746478873,0.941549295774648,0.519014084507042,0.67887323943662,0.00352112676056338,0.0133802816901408,1,0.655633802816901,6.18940288893536,6,0.489016400549384,0.994684968560127,0.999115278216019,0.0207576155010504,0.0311895734156033,3.68019561827487,0.00978852376472461,0.0223843710016955,0.0283571470552018,0.0102799969709424,0.0640845070422535,0.71,"Cor.Unique",NA
49,49,500,3,3,0.6708,"vgood",0.45,0,0,"none",FALSE,"ignored","Correct (no CU)",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1494,0.253,0.39128461355493,0.0935665433707358,0.0422951223773138,0.294145734352707,0.899761568342278,0.0747585312041683,0.03128461355493,0.0206665433707358,-0.0225048776226862,-0.105854265647293,-0.000238431657721904,-0.000241468795831728,0.0869017043192498,0.283491678610916,-0.347297494177256,-0.264635664118233,-0.000264924064135449,-0.00321958394442303,0.084609631948429,0.0445504540772429,0.0471505553664489,0.306379085422269,0.0446584520073034,0.0298430499815735,0.235026755412303,0.727632027260014,0.611117339879876,0.0496205022303371,0.397907333087647,0.975234270414993,0.963855421686747,0.970548862115127,0.870147255689424,0.94578313253012,0.941767068273092,1,0.373493975903614,0.0287817938420348,0.00468540829986613,1,0.724899598393574,39.0173713898624,39,0.502100784174835,0.99726494190563,1.00004274407756,0.00835015767224696,0.0303274288964745,8.96953229447011,0.00439749118977074,0.00641147865644486,0.0106514130483976,0.00458660935776958,0.0589022757697456,0.747,"Basic",NA
50,50,500,3,3,0.6708,"vgood",0.45,0,0.15,"AR1",FALSE,"ignored","CU ignored",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1893,0.0535,0.458655201043696,0.122661486422378,0.014863628501108,0.121535867103173,0.899542056504359,0.0749006507045774,0.0986552010436957,0.0497614864223778,-0.049936371498892,-0.278464132896827,-0.000457943495640923,-9.93492954225892e-05,0.274042225121377,0.682599265053194,-0.77062301695821,-0.696160332242068,-0.000508826106267692,-0.00132465727230119,0.132456759742443,0.0673710744416923,0.0698159339555728,0.381064932665454,0.0453047667718106,0.0290275047402217,0.367935443729007,1.07740638820328,0.924157399748865,0.0503386297464562,0.38703339653629,0.832012678288431,0.841521394611727,0.860010565240359,0.636555731642895,0.944004226096144,0.948230322239831,1,0.664553618594823,0.0295826730058109,0.0301109350237718,1,0.745905969360803,84.0459590939134,39,0.00424130329638814,0.967197079769732,0.969720381325907,0.0472618771520438,0.0361694640031133,15.9313624445453,0.0115416723249383,0.0106538513768661,0.0087409675649269,0.00423450741974999,0.978869519281564,0.9465,"Cor.Unique",NA
51,51,500,3,3,0.4,"poor",0.16,0,0,"none",FALSE,"ignored","Correct (no CU)",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1000,0.5,0.464908541544757,0.12570175937336,-0.0053895599283569,0.0868925175126674,0.900379332809081,0.0738910325764628,0.104908541544757,0.0528017593733602,-0.0701895599283569,-0.313107482487333,0.000379332809080861,-0.00110896742353719,0.291412615402102,0.724303969456244,-1.08317222111662,-0.782768706218331,0.000421480898978734,-0.0147862323138292,0.179179443152162,0.0851918327726873,0.103905519965669,0.482182943876175,0.062214073041801,0.0456703608505137,0.497720675422673,1.60348024638378,1.16861224653892,0.0691267478242234,0.608938144673516,0.972,0.986,0.98,0.787,0.943,0.945,0.675,0.103,0.003,0.051,1,0.386,39.4394917744289,39,0.489441647097639,0.983199540009587,0.999314315487084,0.00894912654031401,0.0371610563874382,9.09167120997695,0.0255704887903822,0.0377713847090299,0.0109214371570374,0.0047484754772354,0.064,0.5,"Basic",NA
52,52,500,3,3,0.4,"poor",0.16,0,0.15,"AR1",FALSE,"ignored","CU ignored",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,377,0.8115,0.653659027137074,0.18252687495044,-0.0610985534069974,-0.119677240307455,0.89799291297984,0.0742335041547236,0.293659027137074,0.10962687495044,-0.125898553406997,-0.519677240307455,-0.00200708702016022,-0.000766495845276387,0.815719519825204,1.5037980102941,-1.94287891060181,-1.29919310076864,-0.00223009668906691,-0.0102199446036852,0.330140272890703,0.133469742264617,0.151991502185914,0.580578352698858,0.0639849029394025,0.0421503692476357,0.917056313585286,2.34554787323941,1.83086066206608,0.071094336599336,0.562004923301809,0.708222811671088,0.885941644562334,0.891246684350133,0.474801061007958,0.941644562334218,0.952254641909814,0.973474801061008,0.336870026525199,0.0159151193633952,0.159151193633952,1,0.397877984084881,81.65284145456,39,0.00676848375866098,0.862711957318865,0.873285025830265,0.0458716748851435,0.048371211183105,15.7933545041564,0.0502305804028916,0.0464014245969198,0.00913815113792704,0.00488953635179748,0.96816976127321,0.1885,"Cor.Unique",NA
53,53,500,3,5,0.6708,"vgood",0.45,0,0,"none",FALSE,"ignored","Correct (no CU)",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1579,0.2105,1.06559146600669,0.244055846903157,0.13409570991256,0.333765931659678,1.49871592299102,0.125157837873833,0.0655914660066891,0.041555846903157,-0.0459042900874399,-0.0662340683403224,-0.00128407700898378,0.000157837873833286,0.0655914660066891,0.205214058781022,-0.255023833819111,-0.165585170850806,-0.000856051339322522,0.00126270299066629,0.207001063463233,0.108175704746319,0.114352696953187,0.292066400747688,0.0707516438613219,0.0452585736818044,0.207001063463233,0.635292760851039,0.534201011092935,0.0471677625742146,0.362068589454435,0.967701076630779,0.965801139962001,0.970234325522483,0.879037365421153,0.946801773274224,0.95060164661178,1,0.445851804939835,0.11589613679544,0.00189993666877771,1,0.793540215326156,115.639516000449,114,0.470141641256098,0.997553450610443,0.999487664567906,0.00731763634924119,0.03309914277544,15.2976804495508,0.00348432120222464,0.00498350418617721,0.00827487827189829,0.0034132222228707,0.0614312856238125,0.7895,"Basic",NA
54,54,500,3,5,0.6708,"vgood",0.45,0,0.15,"AR1",FALSE,"ignored","CU ignored",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1878,0.061,1.17325934438655,0.292307810593249,0.0899553204686985,0.211264599317055,1.49828065452729,0.124612613004193,0.173259344386549,0.0898078105932486,-0.0900446795313015,-0.188735400682945,-0.00171934547271467,-0.000387386995806969,0.173259344386549,0.443495360954314,-0.500248219618342,-0.471838501707362,-0.00114623031514311,-0.00309909596645575,0.271626552245137,0.140321204034748,0.144776464601283,0.320568549301204,0.0707820491592782,0.0448510503874246,0.271626552245137,0.804313692229348,0.692944217455548,0.0471880327728521,0.358808403099396,0.897231096911608,0.899361022364217,0.916932907348243,0.744941427050053,0.952076677316294,0.939829605963791,1,0.654952076677316,0.0756123535676251,0.00851970181043664,1,0.804046858359957,205.568385502238,114,0.000349746414113763,0.968915056937696,0.971369131389983,0.0397265071376322,0.037288577416962,23.9146643788784,0.00815232419855061,0.00750871965655978,0.00531813822178268,0.00312683106218917,0.998402555910543,0.939,"Cor.Unique",NA
55,55,500,3,5,0.4,"poor",0.16,0,0,"none",FALSE,"ignored","Correct (no CU)",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1227,0.3865,1.19743121887466,0.308334052666512,0.0460241078460575,0.176309827567769,1.4992015047415,0.122930696470554,0.197431218874662,0.105834052666512,-0.133975892153942,-0.223690172432231,-0.000798495258498667,-0.00206930352944579,0.197431218874662,0.522637297118577,-0.744310511966347,-0.559225431080577,-0.000532330172332445,-0.0165544282355663,0.373628429632237,0.186723377580924,0.219101790677351,0.408484885817991,0.0889532524844855,0.0620604519961251,0.373628429632237,1.21723217042973,0.922090753486042,0.0593021683229904,0.496483615969001,0.95680521597392,0.969845150774246,0.963325183374083,0.808475957620212,0.943765281173594,0.95680521597392,0.940505297473513,0.208638956805216,0.00407497962510187,0.0309698451507742,1,0.511817440912795,115.69805438704,114,0.468803473368065,0.987551242624311,0.997703057438483,0.00735899920185725,0.0398435608153164,15.1276984908473,0.0176047765984039,0.0257415749068361,0.00821127899892472,0.00293702715391983,0.0578647106764466,0.6135,"Basic",NA
56,56,500,3,5,0.4,"poor",0.16,0,0.15,"AR1",FALSE,"ignored","CU ignored",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1214,0.393,1.60616788144206,0.453025125614527,-0.100164928885816,-0.0593441907254605,1.49789102079049,0.124807346364944,0.606167881442058,0.250525125614527,-0.280164928885816,-0.45934419072546,-0.00210897920951197,-0.000192653635055927,0.606167881442058,1.23716111414581,-1.55647182714342,-1.14836047681365,-0.00140598613967465,-0.00154122908044742,0.69916266340957,0.301730520571661,0.345462302187263,0.527902895058704,0.0891532417037221,0.059318306959505,0.69916266340957,1.91923501215146,1.49002726208228,0.0594354944691481,0.47454645567604,0.665568369028007,0.836079077429984,0.800658978583196,0.474464579901153,0.958813838550247,0.954695222405272,0.99835255354201,0.577429983525535,0.0362438220757825,0.14827018121911,1,0.526359143327842,205.604197086408,114,0.000274252338056567,0.865201264622348,0.875843270046899,0.0397356085087131,0.0490660024020693,23.8987273449631,0.0343555917330138,0.0316433081751443,0.00530997353551262,0.00301570364538191,1,0.607,"Cor.Unique",NA
57,57,500,5,3,0.6708,"vgood",0.45,0,0,"none",FALSE,"ignored","Correct (no CU)",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1996,0.002,0.361136784705896,0.072790505968541,0.064553314699379,0.412340273674432,0.900060793745248,0.0747416999653421,0.00113678470589593,-0.000109494031459009,-0.000246685300621043,0.0123402736744324,6.07937452479613e-05,-0.000258300034657915,0.00315773529415535,-0.00150197574017845,-0.00380687192316424,0.0308506841860811,6.7548605831068e-05,-0.00344400046210554,0.0567813268909798,0.00995927474796776,0.0175534594820626,0.144357017437833,0.0400779745896007,0.0166417661560135,0.157725908030499,0.270886720402201,0.136615565815744,0.0445310828773342,0.221890215413514,0.947895791583166,0.950400801603206,0.94689378757515,0.956913827655311,0.943887775551102,0.948897795591182,1,1,0.946392785571142,0.904809619238477,1,0.992985971943888,120.201366626287,118,0.460100666301635,0.997900473896888,0.999443689542313,0.00752554749458762,0.0355210521177421,15.3836792984635,0.00292142531045678,0.00394770666506386,0.00818639841848635,0.00437597870836293,0.064128256513026,0.998,"Basic",NA
58,58,500,5,3,0.6708,"vgood",0.45,0,0,"none",TRUE,"modeled","CU overfit",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1995,0.0025,0.36170016790614,0.0728325620171368,0.064412281504984,0.411565134623133,0.900049403359074,0.0747422583333142,0.00170016790613956,-6.7437982863189e-05,-0.000387718495015986,0.0115651346231335,4.94033590742457e-05,-0.000257741666685771,0.00472268862816544,-0.000925075210743333,-0.00598331010827139,0.0289128365578336,5.48926211936063e-05,-0.00343655555581028,0.0577289184566221,0.0100108684455194,0.0177953097688586,0.146628208830428,0.0400950670252913,0.0166348289789402,0.16035810682395,0.274618977914485,0.137323298292446,0.0445500744725458,0.221797719719203,0.943859649122807,0.952380952380952,0.948370927318296,0.955388471177945,0.942355889724311,0.94937343358396,1,1,0.93984962406015,0.890726817042606,1,0.993483709273183,108.040666991175,106,0.461148184761973,0.99800008805254,0.999425638733591,0.00774612098491713,0.0347729397232827,14.5967168813249,0.00276557841151195,0.00417585050548497,0.00842653221369643,0.00441446706168395,0.0646616541353384,0.9975,"Basic",NA
59,59,500,5,3,0.6708,"vgood",0.45,0,0.15,"AR1",FALSE,"ignored","CU ignored",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,2000,0,0.417299791472185,0.0807764006076777,0.0483018105728988,0.27192660393201,0.900600229143426,0.0745106788069157,0.0572997914721854,0.00787640060767772,-0.0164981894271012,-0.12807339606799,0.000600229143426052,-0.000489321193084293,0.159166087422737,0.108043904083371,-0.254601688689833,-0.320183490169975,0.000666921270473391,-0.00652428257445723,0.0804004224535165,0.0126213999127527,0.0242825828634259,0.173156039117733,0.0398279729057915,0.0171039324540612,0.223334506815323,0.374731217028177,0.173133057788103,0.0442533032286572,0.228052432720816,0.8445,0.891,0.855,0.758,0.951,0.947,1,1,0.77,0.6775,1,0.9885,215.244472785162,118,0.000222527574599321,0.973123233347506,0.976084233063459,0.0402714126924219,0.0390763321226349,24.1689042218122,0.00671283254577666,0.00597328319751313,0.00514178391863351,0.00404336839190726,0.9995,1,"Cor.Unique",NA
60,60,500,5,3,0.6708,"vgood",0.45,0,0.15,"AR1",TRUE,"modeled","CU modeled",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1999,5e-04,0.35912242313872,0.0727711137346137,0.0649564454136493,0.417321353893204,0.900604457909804,0.0745167459353799,-0.000877576861280073,-0.000128886265386357,0.000156445413649243,0.0173213538932044,0.000604457909804223,-0.000483254064620095,-0.00243771350355576,-0.00176798717951107,0.00241428107483399,0.0433033847330111,0.00067161989978247,-0.00644338752826793,0.0577305354316154,0.0101337988262987,0.0185075393103076,0.154148850906599,0.0397547687083199,0.0171105784672542,0.160362598421154,0.285610174541784,0.139009586094632,0.0441719652314665,0.228141046230056,0.948474237118559,0.946473236618309,0.937968984492246,0.952976488244122,0.952976488244122,0.948474237118559,1,1,0.935467733866933,0.877938969484742,1,0.986993496748374,108.348512610986,106,0.45472230678743,0.998030748699401,0.999367857576949,0.00790032230562311,0.0343663464421951,14.8157649427804,0.00270954517034953,0.00406152008800911,0.0085124553720862,0.00436318629472459,0.064032016008004,0.9995,"Cor.Unique",NA
61,61,500,5,3,0.4,"poor",0.16,0,0,"none",FALSE,"ignored","Correct (no CU)",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1700,0.15,0.373866531508418,0.0739361476600606,0.0603093445759528,0.409476080942168,0.90019751409195,0.0744985045563161,0.0138665315084176,0.00103614766006061,-0.00449065542404721,0.00947608094216769,0.00019751409194971,-0.000501495443683865,0.0385181430789376,0.0142132738005571,-0.06930023802542,0.0236902023554192,0.000219460102166344,-0.00668660591578487,0.0983718734320928,0.0165507194017864,0.0306619369993731,0.250827968211134,0.0537546716314423,0.0217906861309607,0.273255203978035,0.473178040113782,0.227033187953174,0.0597274129238247,0.290542481746143,0.973529411764706,0.978235294117647,0.984117647058824,0.945294117647059,0.948235294117647,0.953529411764706,0.97,0.995882352941176,0.387058823529412,0.00117647058823529,1,0.919411764705882,120.207882254094,118,0.461240213273961,0.991254629805246,0.9978634782013,0.0075360127491925,0.0408040933654452,15.6272744237552,0.0121745704002753,0.0166402861652402,0.0083024023725438,0.00330486524676788,0.0664705882352941,0.85,"Basic",NA
62,62,500,5,3,0.4,"poor",0.16,0,0,"none",TRUE,"modeled","CU overfit",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1625,0.1875,0.38240478601957,0.0747015531550433,0.0578641815837953,0.391138620074142,0.899879025347674,0.0742870067698348,0.0224047860195699,0.00180155315504333,-0.00693581841620468,-0.00886137992585825,-0.000120974652326006,-0.000712993230165213,0.0622355167210276,0.0247126633064928,-0.107034234817973,-0.0221534498146456,-0.000134416280362229,-0.00950657640220284,0.104707137274256,0.0170137540505463,0.0325032393226903,0.255156897181356,0.0535024676950814,0.0218654205390117,0.290853159095155,0.501593199424233,0.233384829225601,0.0594471863278683,0.291538940520155,0.974769230769231,0.977846153846154,0.984,0.934153846153846,0.949538461538462,0.951384615384615,0.953230769230769,0.996307692307692,0.330461538461538,0,1,0.918153846153846,107.897692023806,106,0.464057998233215,0.991797499461344,0.997959802141098,0.00769557914334924,0.0392087559226885,14.7544384237503,0.0113347184587238,0.017506050385185,0.00847723570029893,0.00334403573190179,0.0615384615384615,0.8125,"Basic",NA
63,63,500,5,3,0.4,"poor",0.16,0,0.15,"AR1",FALSE,"ignored","CU ignored",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1010,0.495,0.600339623354472,0.104581245374035,-0.00355765695046828,0.0054554917332704,0.90084406429522,0.0743510167886233,0.240339623354472,0.0316812453740348,-0.0683576569504683,-0.39454450826673,0.000844064295219918,-0.0006489832113767,0.667610064873534,0.434584984554662,-1.05490211343315,-0.986361270666824,0.00093784921691102,-0.00865310948502267,0.265465936009612,0.036512163464018,0.0779984042136842,0.425297997569912,0.0560596831746441,0.0232714884024556,0.737405377804477,1.20367907737167,0.500852722414513,0.0622885368607157,0.310286512032741,0.459405940594059,0.63960396039604,0.573267326732673,0.306930693069307,0.945544554455445,0.937623762376238,1,1,0.0603960396039604,0.0564356435643564,1,0.902970297029703,220.233308701022,118,0.000144799804766687,0.899805581418368,0.910843949567192,0.0413006192936312,0.0500247561172597,25.0737905079945,0.0245329397991917,0.0218301582958909,0.00520130519833567,0.00329988000141826,0.999009900990099,0.505,"Cor.Unique",NA
64,64,500,5,3,0.4,"poor",0.16,0,0.15,"AR1",TRUE,"modeled","CU modeled",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1632,0.184,0.382032674949543,0.0753054745731414,0.0566723605849557,0.391780847516179,0.898919830187042,0.0748756960039237,0.0220326749495431,0.0024054745731414,-0.00812763941504431,-0.00821915248382119,-0.00108016981295837,-0.000124303996076269,0.061201874859842,0.0329969077248477,-0.125426534182783,-0.020547881209553,-0.00120018868106485,-0.00165738661435025,0.113269074933028,0.0178776910819428,0.0355397667015002,0.277814568221478,0.0559319289967489,0.0230572474921164,0.31463631925841,0.548453189837965,0.2452358173106,0.0621465877741654,0.307429966561552,0.973039215686274,0.977941176470588,0.97671568627451,0.922794117647059,0.946691176470588,0.946078431372549,0.920955882352941,0.99264705882353,0.307598039215686,0,1,0.903186274509804,107.521445841424,106,0.472240364302927,0.993551675923754,0.998674640148564,0.00740172864580712,0.038767705337813,14.8698271627618,0.00945557646585145,0.014453588802903,0.00842331938913359,0.00341073793079417,0.0637254901960784,0.816,"Cor.Unique",NA
65,65,500,5,5,0.6708,"vgood",0.45,0,0,"none",FALSE,"ignored","Correct (no CU)",1,0.125,1,0.2025,0.18,0.1,0.2,2000,123,"EC_latent",500,1999,5e-04,1.00309500961041,0.202316738829949,0.179041987040499,0.407679087378694,1.49982689495919,0.124718211235247,0.00309500961041435,-0.000183261170050552,-0.000958012959501266,0.0076790873786937,-0.000173105040806525,-0.000281788764752911,0.00309500961041435,-0.000904993432348405,-0.00532229421945148,0.0191977184467343,-0.000115403360537683,-0.00225431011802328,0.141428591041883,0.0248228462921418,0.0434699085962549,0.12381107262947,0.0630316388937905,0.0262731730099512,0.141428591041883,0.241499492201416,0.122581956998231,0.0420210925958603,0.21018538407961,0.941470735367684,0.944472236118059,0.948974487243622,0.953476738369185,0.944972486243122,0.948474237118559,1,1,0.982991495747874,0.967983991995998,1,0.996498249124562,334.21597001278,327,0.419881918094661,0.997964616162049,0.999054783902666,0.00665602389157019,0.0365354095942957,25.8725733787378,0.00257225909449382,0.00341829491236406,0.00650112681644797,0.00359282680287037,0.0805402701350675,0.9995,"Basic",NA
